# nonlinearity_BaTiO3.csv - produced by scripts/check_shear_nonlinearity.py
# (A5' scope cut, 2026-07-18; q-convention + degenerate-pairing fixed 2026-07-20,
# see G1' incident log in data/processed/reports/GATE_1p.md)
# BZ-weighted <gamma_xy>=0.000537 rms(gamma_xy)=1.417241 |<gamma_xy>|/rms=0.000379 (pass)
# off-grid 11^3: non-degenerate 17967 stable, 6659 flagged (37.1%); degenerate 933 stable, 478 flagged (51.2%)
# on-grid 4^3 (exact): non-degenerate 626 stable, 227 flagged (36.3%); degenerate 284 stable, 126 flagged (44.4%)
# eta_44 sensitivity @ 300K: Delta_eta/eta = +0.1045(+)/+0.0931(-), worst=0.1045
# DECISION (omega-space): FAIL
# omega^2 basis: BZ <gamma_omega2>=0.000564 rms=1.410568 |mean|/rms=0.000400; on-grid non-degenerate flag rate=24.1%; eta_44 sensitivity worst=0.3951
# DECISION (omega^2-space, task 2 criteria): FAIL
q_index,qx,qy,qz,branch,omega_ref_cm1,gamma_xy,a1_linear,a2_curvature,curvature_over_rms_gamma,D_domega2,b2_curvature_omega2,gamma_omega2,a2_pred_sqrt,unstable_flag,degenerate_flag,flag_gt_threshold
276,0.181800,0.272700,0.090900,6,208.9874,0.4664,-97.4644,2508.9600,0.0424,-40749.8906,1058338.7556,0.4665,-22.7406,0,0,0
276,0.181800,0.272700,0.090900,7,222.3522,-2.3458,521.5852,-7038.0000,0.1117,231767.6761,-2856539.9554,-2.3439,-610.7894,0,0,1
276,0.181800,0.272700,0.090900,8,253.1591,0.8515,-215.5547,-3511.9000,0.0489,-109101.4131,-1731366.6516,0.8512,-91.7044,0,0,0
276,0.181800,0.272700,0.090900,9,272.9307,0.2916,-79.5899,2223.9800,0.0287,-43453.9093,1220443.1742,0.2917,-11.6094,0,0,0
276,0.181800,0.272700,0.090900,10,326.9366,0.2977,-97.3308,-6294.4800,0.0679,-63611.3617,-4105327.4924,0.2976,-14.4740,0,0,0
276,0.181800,0.272700,0.090900,11,349.1347,0.4641,-162.0226,1665.2800,0.0168,-113148.9305,1189134.8848,0.4641,-37.6038,0,0,0
276,0.181800,0.272700,0.090900,12,443.8179,-0.1612,71.5429,-2265.3400,0.0180,63495.9383,-2005550.2795,-0.1612,-5.7648,0,0,0
276,0.181800,0.272700,0.090900,13,454.3485,0.4917,-223.4048,1128.3200,0.0088,-203019.8729,1075242.5201,0.4917,-54.9313,0,0,0
276,0.181800,0.272700,0.090900,14,481.6382,-0.1766,85.0474,5092.8400,0.0373,81945.8162,4913694.4436,-0.1766,-7.5128,0,0,0
276,0.181800,0.272700,0.090900,15,681.3766,-0.3091,210.6448,1391.4800,0.0072,287071.5248,1940663.4210,-0.3092,-32.5633,0,0,0
277,0.181800,0.272700,0.181800,1,87.9679,-1.5144,133.2159,9988.1400,0.4006,23503.9813,1777512.4304,-1.5187,-101.4425,0,0,1
277,0.181800,0.272700,0.181800,2,90.2045,-0.1127,10.1685,64242.7400,2.5126,1867.1519,11693252.1759,-0.1147,-0.5937,0,0,1
277,0.181800,0.272700,0.181800,3,112.3175,2.5895,-290.8421,3298.3000,0.1036,-65381.2788,825774.7106,2.5914,-377.1157,0,0,1
277,0.181800,0.272700,0.181800,4,152.1814,2.3901,-363.7331,-6317.3000,0.1465,-110591.9444,-1789451.8183,2.3876,-433.7826,0,0,1
277,0.181800,0.272700,0.181800,5,205.2766,-0.2883,59.1825,-8879.0200,0.1526,24271.2890,-3639836.3320,-0.2880,-8.5129,0,0,1
277,0.181800,0.272700,0.181800,6,214.1213,0.4790,-102.5722,13886.4400,0.2288,-43996.9937,5962105.6961,0.4798,-24.6477,0,0,1
277,0.181800,0.272700,0.181800,7,229.5418,-1.1081,254.3496,2630.6000,0.0404,116801.1724,1272531.9123,-1.1084,-141.0000,0,0,0
277,0.181800,0.272700,0.181800,8,259.6992,-0.0129,3.3590,1398.3200,0.0190,1744.8940,726345.3193,-0.0129,-0.0217,0,0,0
277,0.181800,0.272700,0.181800,9,269.1712,0.3758,-101.1543,-3479.6200,0.0456,-54438.0580,-1862692.3809,0.3757,-18.9946,0,0,0
277,0.181800,0.272700,0.181800,10,343.6296,0.4244,-145.8381,-3651.4200,0.0375,-100201.9565,-2487870.0756,0.4243,-30.9308,0,0,0
277,0.181800,0.272700,0.181800,11,357.3342,0.5910,-211.1924,3403.4400,0.0336,-150968.4871,2477223.0520,0.5912,-62.4394,0,0,0
277,0.181800,0.272700,0.181800,12,444.6494,-0.2196,97.6531,-11553.2600,0.0917,86786.3698,-10261426.6724,-0.2195,-10.7093,0,0,0
277,0.181800,0.272700,0.181800,13,449.7747,0.6602,-296.9548,11057.7600,0.0867,-267289.7074,10038240.8424,0.6606,-98.1498,0,0,0
277,0.181800,0.272700,0.181800,14,477.8758,-0.1108,52.9455,4071.3000,0.0301,50613.5206,3894368.8253,-0.1108,-2.9343,0,0,0
277,0.181800,0.272700,0.181800,15,692.2320,-0.1754,121.4209,2865.0600,0.0146,168120.2542,3981520.5681,-0.1754,-10.6511,0,0,0
278,0.181800,0.272700,0.272700,1,98.1893,-0.5274,51.7890,18628.6800,0.6693,10218.4916,3669632.7114,-0.5299,-13.7877,0,0,1
278,0.181800,0.272700,0.272700,2,99.5358,-1.6015,159.4087,45527.6600,1.6137,32096.6094,9140491.3538,-1.6198,-130.5843,0,0,1
278,0.181800,0.272700,0.272700,3,110.1807,2.7737,-305.6045,1951.7400,0.0625,-67373.2377,523577.3688,2.7749,-424.1981,0,0,0
278,0.181800,0.272700,0.272700,4,175.7770,1.6021,-281.6041,-23585.0600,0.4734,-98666.9540,-8198213.9943,1.5967,-224.0616,0,0,1
278,0.181800,0.272700,0.272700,5,218.4403,0.7940,-173.4464,-34672.2800,0.5600,-75474.6681,-15087506.6501,0.7909,-68.3147,0,0,1
278,0.181800,0.272700,0.272700,6,222.6517,-0.3153,70.2009,34032.5000,0.5393,31380.1501,15188669.0210,-0.3165,-11.1517,0,0,1
278,0.181800,0.272700,0.272700,7,250.1424,0.1910,-47.7690,2201.6400,0.0311,-23903.3588,1103849.8868,0.1910,-4.5632,0,0,0
278,0.181800,0.272700,0.272700,8,274.5218,-0.1175,32.2584,18912.4400,0.2431,17741.7696,10393735.1678,-0.1177,-1.9018,0,0,1
278,0.181800,0.272700,0.272700,9,286.1214,0.7776,-222.4932,-4992.3200,0.0616,-127264.5792,-2806692.5403,0.7773,-86.4319,0,0,0
278,0.181800,0.272700,0.272700,10,357.0884,0.8800,-314.2395,-281.6200,0.0028,-224418.1200,-102378.0102,0.8800,-138.2607,0,0,0
278,0.181800,0.272700,0.272700,11,369.1590,0.3474,-128.2374,2251.2800,0.0215,-94694.4233,1678732.2194,0.3474,-22.2802,0,0,0
278,0.181800,0.272700,0.272700,12,437.2134,0.6856,-299.7678,-14465.8000,0.1167,-261908.1599,-12554190.0595,0.6851,-102.5954,0,0,1
278,0.181800,0.272700,0.272700,13,446.2404,-0.3127,139.5444,16169.6000,0.1278,124653.5149,14457066.3883,-0.3130,-21.8581,0,0,1
278,0.181800,0.272700,0.272700,14,474.9920,0.0439,-20.8749,2757.3000,0.0205,-19833.7003,2620016.8887,0.0440,-0.4588,0,0,0
278,0.181800,0.272700,0.272700,15,705.2293,-0.0361,25.4800,2334.8400,0.0117,35941.4582,3293980.5349,-0.0361,-0.4604,0,0,0
279,0.181800,0.272700,0.363600,1,102.1025,0.0744,-7.5999,16593.2200,0.5734,-1558.2422,3395357.9962,0.0747,-0.2851,0,0,1
279,0.181800,0.272700,0.363600,2,107.4190,2.3556,-253.0398,-10686.2800,0.3510,-54227.3558,-2228934.7113,2.3498,-296.5539,0,0,1
279,0.181800,0.272700,0.363600,3,110.8970,-2.4461,271.2655,24949.6600,0.7937,60503.4469,5622830.8522,-2.4599,-335.5144,0,0,1
279,0.181800,0.272700,0.363600,4,175.7053,2.2914,-402.6154,-26829.4000,0.5387,-140943.2518,-9248042.9054,2.2827,-457.7662,0,0,1
279,0.181800,0.272700,0.363600,5,223.9411,-0.5150,115.3231,-10703.6600,0.1686,51589.4533,-4777815.9551,-0.5144,-29.6231,0,0,1
279,0.181800,0.272700,0.363600,6,230.3619,1.4244,-328.1164,5118.5200,0.0784,-151254.9813,2466538.9182,1.4251,-233.9363,0,0,0
279,0.181800,0.272700,0.363600,7,248.0693,-0.4457,110.5768,7780.2800,0.1106,54904.4431,3873838.3657,-0.4461,-24.6834,0,0,1
279,0.181800,0.272700,0.363600,8,289.0343,-0.4245,122.7053,-849.3000,0.0104,70926.8794,-475879.1014,-0.4245,-26.0425,0,0,0
279,0.181800,0.272700,0.363600,9,325.1519,1.5109,-491.2660,4202.7200,0.0456,-319575.3862,2974828.6993,1.5114,-371.3622,0,0,0
279,0.181800,0.272700,0.363600,10,361.9625,1.0559,-382.1814,3021.8000,0.0295,-276728.3954,2333847.3243,1.0561,-201.8491,0,0,0
279,0.181800,0.272700,0.363600,11,384.5969,0.1179,-45.3355,-2232.4200,0.0205,-34866.7293,-1714983.9283,0.1179,-2.6713,0,0,0
279,0.181800,0.272700,0.363600,12,426.3209,1.1126,-474.3073,-8067.9800,0.0668,-404222.9073,-6652502.4770,1.1120,-263.5979,0,0,0
279,0.181800,0.272700,0.363600,13,439.7058,-0.8758,385.0873,13242.7400,0.1063,338905.2269,11798495.9193,-0.8764,-168.8807,0,0,1
279,0.181800,0.272700,0.363600,14,477.3712,0.1512,-72.1638,1420.8800,0.0105,-68902.9601,1361832.3428,0.1512,-5.4553,0,0,0
279,0.181800,0.272700,0.363600,15,711.3754,-0.0083,5.8979,174.4200,0.0009,8391.2931,248191.7323,-0.0083,-0.0244,0,0,0
280,0.181800,0.272700,0.454500,1,103.8513,-0.3671,38.1236,-5030.6400,0.1709,7908.7796,-1042790.6638,-0.3667,-6.9806,0,0,1
280,0.181800,0.272700,0.454500,2,106.6263,3.1718,-338.2000,-2691.9200,0.0891,-72076.5144,-459498.5812,3.1698,-535.6788,0,0,0
280,0.181800,0.272700,0.454500,3,118.1040,-3.6141,426.8434,1560.6400,0.0466,100857.1410,550891.8593,-3.6153,-771.8438,0,0,0
280,0.181800,0.272700,0.454500,4,173.0232,2.5423,-439.8851,-23483.7400,0.4788,-151704.1215,-7919176.2242,2.5337,-555.3822,0,0,1
280,0.181800,0.272700,0.454500,5,228.6008,-0.0752,17.1854,-4792.0800,0.0740,7853.0762,-2190077.6359,-0.0751,-0.6453,0,0,0
280,0.181800,0.272700,0.454500,6,232.6348,0.6130,-142.5955,-5152.7800,0.0781,-66308.6139,-2376434.6652,0.6126,-43.6542,0,0,0
280,0.181800,0.272700,0.454500,7,251.9635,-0.1939,48.8559,11267.7800,0.1578,24647.3306,5683699.2272,-0.1941,-4.7472,0,0,1
280,0.181800,0.272700,0.454500,8,291.8758,-0.2456,71.6731,-4160.1800,0.0503,41824.3827,-2422942.2868,-0.2455,-8.7938,0,0,0
280,0.181800,0.272700,0.454500,9,342.4683,1.8385,-629.6286,714.7200,0.0074,-431278.1465,885982.8013,1.8386,-578.8471,0,0,0
280,0.181800,0.272700,0.454500,10,367.3649,0.8475,-311.3378,2847.6400,0.0273,-228793.4679,2189379.7318,0.8477,-131.9789,0,0,0
280,0.181800,0.272700,0.454500,11,397.7040,-0.0845,33.6053,-3921.9400,0.0348,26723.3334,-3118028.4538,-0.0845,-1.4191,0,0,0
280,0.181800,0.272700,0.454500,12,416.7228,1.4765,-615.2874,-10582.2400,0.0896,-512483.0031,-8438342.8902,1.4756,-453.6566,0,0,0
280,0.181800,0.272700,0.454500,13,432.1068,-1.2006,518.7691,15411.0600,0.1258,448727.0309,13593505.9552,-1.2016,-311.9617,0,0,1
280,0.181800,0.272700,0.454500,14,482.8078,0.1642,-79.2879,1246.1800,0.0091,-76566.5692,1209656.1763,0.1642,-6.5113,0,0,0
280,0.181800,0.272700,0.454500,15,710.8295,-0.0560,39.8387,-1759.8600,0.0087,56633.5446,-2500256.4235,-0.0560,-1.1162,0,0,0
281,0.181800,0.272700,0.545500,1,103.8513,-0.3671,38.1236,-5030.6400,0.1709,7908.7796,-1042790.6638,-0.3667,-6.9806,0,0,1
281,0.181800,0.272700,0.545500,2,106.6263,3.1718,-338.2000,-2691.9200,0.0891,-72076.5144,-459498.5812,3.1698,-535.6788,0,0,0
281,0.181800,0.272700,0.545500,3,118.1040,-3.6141,426.8434,1560.6400,0.0466,100857.1410,550891.8593,-3.6153,-771.8438,0,0,0
281,0.181800,0.272700,0.545500,4,173.0232,2.5423,-439.8851,-23483.7400,0.4788,-151704.1215,-7919176.2242,2.5337,-555.3822,0,0,1
281,0.181800,0.272700,0.545500,5,228.6008,-0.0752,17.1854,-4792.0800,0.0740,7853.0762,-2190077.6359,-0.0751,-0.6453,0,0,0
281,0.181800,0.272700,0.545500,6,232.6348,0.6130,-142.5955,-5152.7800,0.0781,-66308.6139,-2376434.6652,0.6126,-43.6542,0,0,0
281,0.181800,0.272700,0.545500,7,251.9635,-0.1939,48.8559,11267.7800,0.1578,24647.3306,5683699.2272,-0.1941,-4.7472,0,0,1
281,0.181800,0.272700,0.545500,8,291.8758,-0.2456,71.6731,-4160.1800,0.0503,41824.3827,-2422942.2868,-0.2455,-8.7938,0,0,0
281,0.181800,0.272700,0.545500,9,342.4683,1.8385,-629.6286,714.7200,0.0074,-431278.1465,885982.8013,1.8386,-578.8471,0,0,0
281,0.181800,0.272700,0.545500,10,367.3649,0.8475,-311.3378,2847.6400,0.0273,-228793.4679,2189379.7318,0.8477,-131.9789,0,0,0
281,0.181800,0.272700,0.545500,11,397.7040,-0.0845,33.6053,-3921.9400,0.0348,26723.3334,-3118028.4538,-0.0845,-1.4191,0,0,0
281,0.181800,0.272700,0.545500,12,416.7228,1.4765,-615.2874,-10582.2400,0.0896,-512483.0031,-8438342.8902,1.4756,-453.6566,0,0,0
281,0.181800,0.272700,0.545500,13,432.1068,-1.2006,518.7691,15411.0600,0.1258,448727.0309,13593505.9552,-1.2016,-311.9617,0,0,1
281,0.181800,0.272700,0.545500,14,482.8078,0.1642,-79.2879,1246.1800,0.0091,-76566.5692,1209656.1763,0.1642,-6.5113,0,0,0
281,0.181800,0.272700,0.545500,15,710.8295,-0.0560,39.8387,-1759.8600,0.0087,56633.5446,-2500256.4235,-0.0560,-1.1162,0,0,0
282,0.181800,0.272700,0.636400,1,102.1025,0.0744,-7.5999,16593.2200,0.5734,-1558.2422,3395357.9962,0.0747,-0.2851,0,0,1
282,0.181800,0.272700,0.636400,2,107.4190,2.3556,-253.0398,-10686.2800,0.3510,-54227.3558,-2228934.7113,2.3498,-296.5539,0,0,1
282,0.181800,0.272700,0.636400,3,110.8970,-2.4461,271.2655,24949.6600,0.7937,60503.4469,5622830.8522,-2.4599,-335.5144,0,0,1
282,0.181800,0.272700,0.636400,4,175.7053,2.2914,-402.6154,-26829.4000,0.5387,-140943.2518,-9248042.9054,2.2827,-457.7662,0,0,1
282,0.181800,0.272700,0.636400,5,223.9411,-0.5150,115.3231,-10703.6600,0.1686,51589.4533,-4777815.9551,-0.5144,-29.6231,0,0,1
282,0.181800,0.272700,0.636400,6,230.3619,1.4244,-328.1164,5118.5200,0.0784,-151254.9813,2466538.9182,1.4251,-233.9363,0,0,0
282,0.181800,0.272700,0.636400,7,248.0693,-0.4457,110.5768,7780.2800,0.1106,54904.4431,3873838.3657,-0.4461,-24.6834,0,0,1
282,0.181800,0.272700,0.636400,8,289.0343,-0.4245,122.7053,-849.3000,0.0104,70926.8794,-475879.1014,-0.4245,-26.0425,0,0,0
282,0.181800,0.272700,0.636400,9,325.1519,1.5109,-491.2660,4202.7200,0.0456,-319575.3862,2974828.6993,1.5114,-371.3622,0,0,0
282,0.181800,0.272700,0.636400,10,361.9625,1.0559,-382.1814,3021.8000,0.0295,-276728.3954,2333847.3243,1.0561,-201.8491,0,0,0
282,0.181800,0.272700,0.636400,11,384.5969,0.1179,-45.3355,-2232.4200,0.0205,-34866.7293,-1714983.9283,0.1179,-2.6713,0,0,0
282,0.181800,0.272700,0.636400,12,426.3209,1.1126,-474.3073,-8067.9800,0.0668,-404222.9073,-6652502.4770,1.1120,-263.5979,0,0,0
282,0.181800,0.272700,0.636400,13,439.7058,-0.8758,385.0873,13242.7400,0.1063,338905.2269,11798495.9193,-0.8764,-168.8807,0,0,1
282,0.181800,0.272700,0.636400,14,477.3712,0.1512,-72.1638,1420.8800,0.0105,-68902.9601,1361832.3428,0.1512,-5.4553,0,0,0
282,0.181800,0.272700,0.636400,15,711.3754,-0.0083,5.8979,174.4200,0.0009,8391.2931,248191.7323,-0.0083,-0.0244,0,0,0
283,0.181800,0.272700,0.727300,1,98.1893,-0.5274,51.7890,18628.6800,0.6693,10218.4916,3669632.7114,-0.5299,-13.7877,0,0,1
283,0.181800,0.272700,0.727300,2,99.5358,-1.6015,159.4087,45527.6600,1.6137,32096.6094,9140491.3538,-1.6198,-130.5843,0,0,1
283,0.181800,0.272700,0.727300,3,110.1807,2.7737,-305.6045,1951.7400,0.0625,-67373.2377,523577.3688,2.7749,-424.1981,0,0,0
283,0.181800,0.272700,0.727300,4,175.7770,1.6021,-281.6041,-23585.0600,0.4734,-98666.9540,-8198213.9943,1.5967,-224.0616,0,0,1
283,0.181800,0.272700,0.727300,5,218.4403,0.7940,-173.4464,-34672.2800,0.5600,-75474.6681,-15087506.6501,0.7909,-68.3147,0,0,1
283,0.181800,0.272700,0.727300,6,222.6517,-0.3153,70.2009,34032.5000,0.5393,31380.1501,15188669.0210,-0.3165,-11.1517,0,0,1
283,0.181800,0.272700,0.727300,7,250.1424,0.1910,-47.7690,2201.6400,0.0311,-23903.3588,1103849.8868,0.1910,-4.5632,0,0,0
283,0.181800,0.272700,0.727300,8,274.5218,-0.1175,32.2584,18912.4400,0.2431,17741.7696,10393735.1678,-0.1177,-1.9018,0,0,1
283,0.181800,0.272700,0.727300,9,286.1214,0.7776,-222.4932,-4992.3200,0.0616,-127264.5792,-2806692.5403,0.7773,-86.4319,0,0,0
283,0.181800,0.272700,0.727300,10,357.0884,0.8800,-314.2395,-281.6200,0.0028,-224418.1200,-102378.0102,0.8800,-138.2607,0,0,0
283,0.181800,0.272700,0.727300,11,369.1590,0.3474,-128.2374,2251.2800,0.0215,-94694.4233,1678732.2194,0.3474,-22.2802,0,0,0
283,0.181800,0.272700,0.727300,12,437.2134,0.6856,-299.7678,-14465.8000,0.1167,-261908.1599,-12554190.0595,0.6851,-102.5954,0,0,1
283,0.181800,0.272700,0.727300,13,446.2404,-0.3127,139.5444,16169.6000,0.1278,124653.5149,14457066.3883,-0.3130,-21.8581,0,0,1
283,0.181800,0.272700,0.727300,14,474.9920,0.0439,-20.8749,2757.3000,0.0205,-19833.7003,2620016.8887,0.0440,-0.4588,0,0,0
283,0.181800,0.272700,0.727300,15,705.2293,-0.0361,25.4800,2334.8400,0.0117,35941.4582,3293980.5349,-0.0361,-0.4604,0,0,0
284,0.181800,0.272700,0.818200,1,87.9679,-1.5144,133.2159,9988.1400,0.4006,23503.9813,1777512.4304,-1.5187,-101.4425,0,0,1
284,0.181800,0.272700,0.818200,2,90.2045,-0.1127,10.1685,64242.7400,2.5126,1867.1519,11693252.1759,-0.1147,-0.5937,0,0,1
284,0.181800,0.272700,0.818200,3,112.3175,2.5895,-290.8421,3298.3000,0.1036,-65381.2788,825774.7106,2.5914,-377.1157,0,0,1
284,0.181800,0.272700,0.818200,4,152.1814,2.3901,-363.7331,-6317.3000,0.1465,-110591.9444,-1789451.8183,2.3876,-433.7826,0,0,1
284,0.181800,0.272700,0.818200,5,205.2766,-0.2883,59.1825,-8879.0200,0.1526,24271.2890,-3639836.3320,-0.2880,-8.5129,0,0,1
284,0.181800,0.272700,0.818200,6,214.1213,0.4790,-102.5722,13886.4400,0.2288,-43996.9937,5962105.6961,0.4798,-24.6477,0,0,1
284,0.181800,0.272700,0.818200,7,229.5418,-1.1081,254.3496,2630.6000,0.0404,116801.1724,1272531.9123,-1.1084,-141.0000,0,0,0
284,0.181800,0.272700,0.818200,8,259.6992,-0.0129,3.3590,1398.3200,0.0190,1744.8940,726345.3193,-0.0129,-0.0217,0,0,0
284,0.181800,0.272700,0.818200,9,269.1712,0.3758,-101.1543,-3479.6200,0.0456,-54438.0580,-1862692.3809,0.3757,-18.9946,0,0,0
284,0.181800,0.272700,0.818200,10,343.6296,0.4244,-145.8381,-3651.4200,0.0375,-100201.9565,-2487870.0756,0.4243,-30.9308,0,0,0
284,0.181800,0.272700,0.818200,11,357.3342,0.5910,-211.1924,3403.4400,0.0336,-150968.4871,2477223.0520,0.5912,-62.4394,0,0,0
284,0.181800,0.272700,0.818200,12,444.6494,-0.2196,97.6531,-11553.2600,0.0917,86786.3698,-10261426.6724,-0.2195,-10.7093,0,0,0
284,0.181800,0.272700,0.818200,13,449.7747,0.6602,-296.9548,11057.7600,0.0867,-267289.7074,10038240.8424,0.6606,-98.1498,0,0,0
284,0.181800,0.272700,0.818200,14,477.8758,-0.1108,52.9455,4071.3000,0.0301,50613.5206,3894368.8253,-0.1108,-2.9343,0,0,0
284,0.181800,0.272700,0.818200,15,692.2320,-0.1754,121.4209,2865.0600,0.0146,168120.2542,3981520.5681,-0.1754,-10.6511,0,0,0
285,0.181800,0.272700,0.909100,1,-97.1713,-2.8927,-281.0861,37179.2600,1.3499,-54104.4923,7111949.5296,nan,nan,1,0,0
285,0.181800,0.272700,0.909100,2,80.6634,-4.2419,342.1658,4124.9600,0.1804,55271.0997,782969.5955,-4.2473,-727.5725,0,0,1
285,0.181800,0.272700,0.909100,3,103.0364,0.0352,-3.6224,3579.9200,0.1226,-747.1265,738057.6127,0.0352,-0.0638,0,0,1
285,0.181800,0.272700,0.909100,4,119.9528,4.1355,-496.0638,-226.4400,0.0067,-119002.8294,191756.3687,4.1353,-1025.6374,0,0,0
285,0.181800,0.272700,0.909100,5,193.8007,-3.1308,606.7528,1848.5600,0.0337,235234.2659,1084738.6821,-3.1316,-950.2665,0,0,0
285,0.181800,0.272700,0.909100,6,208.9874,0.4664,-97.4644,2508.9600,0.0424,-40749.8906,1058338.7556,0.4665,-22.7406,0,0,0
285,0.181800,0.272700,0.909100,7,222.3522,-2.3458,521.5852,-7038.0000,0.1117,231767.6761,-2856539.9554,-2.3439,-610.7894,0,0,1
285,0.181800,0.272700,0.909100,8,253.1591,0.8515,-215.5547,-3511.9000,0.0489,-109101.4131,-1731366.6516,0.8512,-91.7044,0,0,0
285,0.181800,0.272700,0.909100,9,272.9307,0.2916,-79.5899,2223.9800,0.0287,-43453.9093,1220443.1742,0.2917,-11.6094,0,0,0
285,0.181800,0.272700,0.909100,10,326.9366,0.2977,-97.3308,-6294.4800,0.0679,-63611.3617,-4105327.4924,0.2976,-14.4740,0,0,0
285,0.181800,0.272700,0.909100,11,349.1347,0.4641,-162.0226,1665.2800,0.0168,-113148.9305,1189134.8848,0.4641,-37.6038,0,0,0
285,0.181800,0.272700,0.909100,12,443.8179,-0.1612,71.5429,-2265.3400,0.0180,63495.9383,-2005550.2795,-0.1612,-5.7648,0,0,0
285,0.181800,0.272700,0.909100,13,454.3485,0.4917,-223.4048,1128.3200,0.0088,-203019.8729,1075242.5201,0.4917,-54.9313,0,0,0
285,0.181800,0.272700,0.909100,14,481.6382,-0.1766,85.0474,5092.8400,0.0373,81945.8162,4913694.4436,-0.1766,-7.5128,0,0,0
285,0.181800,0.272700,0.909100,15,681.3766,-0.3091,210.6448,1391.4800,0.0072,287071.5248,1940663.4210,-0.3092,-32.5633,0,0,0
286,0.181800,0.363600,0.000000,1,-145.9437,-0.1162,-16.9608,-11204.8800,0.2709,-4960.1471,-3273990.3873,nan,nan,1,0,0
286,0.181800,0.363600,0.000000,2,90.8189,-2.4295,220.6428,-2273.1200,0.0883,40051.9786,-364071.9211,-2.4280,-267.6886,0,0,0
286,0.181800,0.363600,0.000000,3,106.6727,-0.0285,3.0447,1613.8600,0.0534,649.8185,344384.0104,-0.0286,-0.0435,0,0,0
286,0.181800,0.363600,0.000000,4,118.2913,4.4681,-528.5416,2431.4000,0.0725,-125108.0007,854730.9492,4.4704,-1182.0117,0,0,0
286,0.181800,0.363600,0.000000,5,218.3036,0.6054,-132.1502,-3697.5200,0.0598,-57673.2895,-1596558.1656,0.6051,-39.9647,0,0,0
286,0.181800,0.363600,0.000000,6,223.2986,-0.3237,72.2822,-4428.9600,0.0700,32265.0163,-1972245.7163,-0.3235,-11.6873,0,0,0
286,0.181800,0.363600,0.000000,7,226.5414,-2.8967,656.2311,-2521.1400,0.0393,297244.3280,-711487.1110,-2.8959,-949.9359,0,0,0
286,0.181800,0.363600,0.000000,8,266.7676,3.2387,-863.9898,-1037.0000,0.0137,-460924.2299,193229.1879,3.2384,-1398.8453,0,0,0
286,0.181800,0.363600,0.000000,9,286.0650,-0.4864,139.1415,-1478.7800,0.0182,79596.7351,-826639.3391,-0.4863,-33.8303,0,0,0
286,0.181800,0.363600,0.000000,10,329.2709,0.2155,-70.9548,-1387.2400,0.0149,-46721.7748,-908472.7267,0.2155,-7.6434,0,0,0
286,0.181800,0.363600,0.000000,11,363.9044,0.4349,-158.2549,-810.7000,0.0079,-115172.8918,-564973.5386,0.4349,-34.4071,0,0,0
286,0.181800,0.363600,0.000000,12,431.8570,-0.0462,19.9322,-1896.2000,0.0155,17213.8303,-1637287.2935,-0.0461,-0.4599,0,0,0
286,0.181800,0.363600,0.000000,13,447.5864,0.1192,-53.3467,-1013.6600,0.0080,-47751.8060,-904529.2071,0.1192,-3.1788,0,0,0
286,0.181800,0.363600,0.000000,14,496.2894,0.3534,-175.3909,4894.0600,0.0348,-174132.2204,4889101.3177,0.3535,-31.0072,0,0,0
286,0.181800,0.363600,0.000000,15,679.9270,0.7017,-477.0973,-614.0200,0.0032,-648768.0626,-607346.3430,0.7017,-167.3794,0,0,0
287,0.181800,0.363600,0.090900,1,-87.4173,5.4752,478.6235,-5314.3000,0.2145,83807.1036,-1158909.7697,nan,nan,1,0,0
287,0.181800,0.363600,0.090900,2,92.3000,-2.4214,223.4945,3013.7000,0.1152,41290.7727,606506.0159,-2.4234,-271.0258,0,0,1
287,0.181800,0.363600,0.090900,3,107.5992,0.0255,-2.7438,2326.4800,0.0763,-590.7806,500797.6567,0.0255,-0.0350,0,0,0
287,0.181800,0.363600,0.090900,4,118.5451,4.2370,-502.2736,1605.7200,0.0478,-119124.5140,633043.8321,4.2384,-1064.7828,0,0,0
287,0.181800,0.363600,0.090900,5,215.4936,-0.7383,159.1025,-13965.6200,0.2286,68460.0386,-5988813.5279,-0.7371,-58.5438,0,0,1
287,0.181800,0.363600,0.090900,6,219.5825,1.0988,-241.2771,-4010.1400,0.0644,-105912.0939,-1702496.6961,1.0983,-132.4365,0,0,0
287,0.181800,0.363600,0.090900,7,236.7802,-1.9283,456.5834,5801.2800,0.0864,216352.2322,2956565.9480,-1.9295,-440.7545,0,0,0
287,0.181800,0.363600,0.090900,8,275.0112,0.9252,-254.4434,-36687.0400,0.4706,-139482.8399,-20080305.1940,0.9221,-116.9231,0,0,1
287,0.181800,0.363600,0.090900,9,278.1954,1.0566,-293.9391,36337.6200,0.4608,-164079.0722,20337329.3122,1.0600,-156.3027,0,0,1
287,0.181800,0.363600,0.090900,10,337.2732,0.2078,-70.0687,-6023.3000,0.0630,-47243.4905,-4057178.9939,0.2077,-7.2719,0,0,0
287,0.181800,0.363600,0.090900,11,366.0376,0.4089,-149.6812,44.6800,0.0004,-109578.2387,55113.6344,0.4089,-30.6042,0,0,0
287,0.181800,0.363600,0.090900,12,433.4789,-0.1658,71.8577,-2781.1800,0.0226,62287.6039,-2405808.9023,-0.1657,-5.9540,0,0,0
