# partition_overlap_shell_SrTiO3.csv - scripts/scan_partition_sensitivity.py
# Per-mode Route S vs Route H comparison over the 150-200 cm-1 shell at 300 K.
# gamma_S = -D/(2*omega0^2); gamma_H = -D/(2*omega_r^2), omega_r from the
# 300 K bare->renormalized eigenvalue map; rel_diff = (gamma_H-gamma_S)/|gamma_S|.
q_index,branch,omega0_cm1,omega_r_cm1,D_cm2,gamma_S,gamma_H,rel_diff
1195,6,184.3068,225.2220,-16265.8208,0.239422,0.160334,-0.330330
1196,4,156.6586,184.5513,49357.3146,-1.005572,-0.724582,0.279433
1196,5,164.7373,192.3883,-103740.5691,1.911325,1.401397,-0.266793
1196,6,187.5753,211.3421,-93556.2066,1.329509,1.047299,-0.212266
1197,4,150.5836,191.9507,-124986.6850,2.755995,1.696111,-0.384574
1197,5,150.5836,191.9507,113454.0463,-2.501697,-1.539609,0.384574
1197,6,195.9231,222.7745,-130082.8092,1.694410,1.310566,-0.226535
1198,6,175.3578,207.2995,-78907.8921,1.283041,0.918109,-0.284427
1199,6,151.1262,194.3537,23996.2422,-0.525332,-0.317634,0.395364
1199,7,171.7638,198.5474,226627.1301,-3.840772,-2.874440,0.251598
1200,6,173.5524,196.8089,-69052.2758,1.146270,0.891371,-0.222372
1200,7,173.8422,198.6430,224861.7402,-3.720277,-2.849304,0.234115
1201,6,175.3578,207.2995,96166.2111,-1.563661,-1.118913,0.284427
1202,4,159.7666,195.8256,7384.1806,-0.144644,-0.096279,0.334369
1202,5,173.5131,196.5100,-185648.5714,3.083166,2.403765,-0.220358
1202,6,175.9483,209.8659,-70574.0363,1.139843,0.801182,-0.297112
1203,4,170.5950,202.1966,-170694.9530,2.932636,2.087580,-0.288156
1203,5,172.8668,195.9237,-114336.0675,1.913065,1.489291,-0.221516
1203,6,189.2145,215.7782,-132753.8152,1.853994,1.425613,-0.231058
1204,4,167.5839,196.2287,-243089.9149,4.327852,3.156545,-0.270644
1204,5,181.6083,212.3566,-165980.0012,2.516255,1.840324,-0.268626
1204,6,192.2522,224.1652,-14394.4710,0.194726,0.143228,-0.264460
1205,4,167.5839,196.2287,-243089.9149,4.327852,3.156545,-0.270644
1205,5,181.6083,212.3566,-165980.0012,2.516255,1.840324,-0.268626
1205,6,192.2522,224.1652,-14394.4710,0.194726,0.143228,-0.264460
1206,4,170.5950,202.1966,-170694.9530,2.932636,2.087580,-0.288156
1206,5,172.8668,195.9237,-114336.0675,1.913065,1.489291,-0.221516
1206,6,189.2145,215.7782,-132753.8152,1.853994,1.425613,-0.231058
1207,4,159.7666,195.8256,7384.1806,-0.144644,-0.096279,0.334369
1207,5,173.5131,196.5100,-185648.5714,3.083166,2.403765,-0.220358
1207,6,175.9483,209.8659,-70574.0363,1.139843,0.801182,-0.297112
1208,6,175.3578,207.2995,96166.2111,-1.563661,-1.118913,0.284427
1209,6,173.5524,196.8089,-69052.2758,1.146270,0.891371,-0.222372
1209,7,173.8422,198.6430,224861.7402,-3.720277,-2.849304,0.234115
1210,6,156.5994,184.4564,-2118.8065,0.043200,0.031137,-0.279236
1210,7,156.5994,184.4564,-293.6764,0.005988,0.004316,-0.279236
1210,8,165.7434,189.6955,580.3168,-0.010562,-0.008063,0.236589
1211,6,155.0374,181.8102,-1393.4252,0.028986,0.021077,-0.272830
1211,7,163.1188,188.1022,234.7549,-0.004411,-0.003317,0.247996
1211,8,177.8464,207.4827,594.4125,-0.009397,-0.006904,0.265273
1212,6,151.1262,194.3537,-648.3101,0.014193,0.008582,-0.395364
1212,7,171.7638,198.5474,127.0649,-0.002153,-0.001612,0.251598
1213,5,154.1963,181.2508,-61770.2431,1.298977,0.940133,-0.276251
1213,6,154.2438,181.2716,65046.3389,-1.367028,-0.989768,0.275971
1213,7,182.3716,213.2785,873.0111,-0.013124,-0.009596,0.268827
1214,5,167.9085,195.6847,3933.8563,-0.069766,-0.051366,0.263740
1214,6,169.3118,194.8184,-254.0418,0.004431,0.003347,-0.244709
1214,7,199.3402,228.9872,537.9741,-0.006769,-0.005130,0.242178
1215,5,173.2883,194.9074,4415.5062,-0.073521,-0.058116,0.209537
1215,6,176.8875,208.6933,-368.3911,0.005887,0.004229,-0.281582
1216,5,173.2883,194.9074,4415.5062,-0.073521,-0.058116,0.209537
1216,6,176.8875,208.6933,-368.3911,0.005887,0.004229,-0.281582
1217,5,167.9085,195.6847,3933.8563,-0.069766,-0.051366,0.263740
1217,6,169.3118,194.8184,-254.0418,0.004431,0.003347,-0.244709
1217,7,199.3402,228.9872,537.9741,-0.006769,-0.005130,0.242178
1218,5,154.1963,181.2508,-61770.2431,1.298977,0.940133,-0.276251
1218,6,154.2438,181.2716,65046.3389,-1.367028,-0.989768,0.275971
1218,7,182.3716,213.2785,873.0111,-0.013124,-0.009596,0.268827
1219,6,151.1262,194.3537,-648.3101,0.014193,0.008582,-0.395364
1219,7,171.7638,198.5474,127.0649,-0.002153,-0.001612,0.251598
1220,6,155.0374,181.8102,-1393.4252,0.028986,0.021077,-0.272830
1220,7,163.1188,188.1022,234.7549,-0.004411,-0.003317,0.247996
1220,8,177.8464,207.4827,594.4125,-0.009397,-0.006904,0.265273
1221,6,155.0374,181.8102,-15151.9441,0.315185,0.229193,-0.272830
1221,7,163.1188,188.1022,126818.8013,-2.383119,-1.792115,0.247996
1221,8,177.8464,207.4827,-566975.0329,8.962802,6.585217,-0.265273
1222,6,162.9183,188.0726,61708.2432,-1.162448,-0.872293,0.249607
1222,7,176.9123,208.6621,-488410.3210,7.802589,5.608770,-0.281166
1222,8,176.9123,208.6621,74452.5775,-1.189416,-0.854993,0.281166
1223,6,173.5524,196.8089,-297704.5597,4.941906,3.842963,-0.222372
1223,7,173.8422,198.6430,70072.7602,-1.159335,-0.887917,0.234115
1224,5,168.3959,194.8630,-97371.3274,1.716872,1.282160,-0.253200
1224,6,172.2358,197.4312,89134.5206,-1.502344,-1.143364,0.238946
1224,7,187.9721,213.3861,184528.9663,-2.611247,-2.026292,0.224013
1225,4,160.8842,190.6590,-35359.1529,0.683039,0.486359,-0.287948
1225,5,162.2677,187.9766,259838.3037,-4.934112,-3.676762,0.254828
1225,6,186.8165,216.4994,10457.7790,-0.149823,-0.111557,0.255410
1226,4,154.2329,181.2668,81413.1903,-1.711240,-1.238877,0.276035
1226,5,168.9289,193.9578,215977.3591,-3.784166,-2.870539,0.241434
1226,6,192.4086,224.9646,-1620.4023,0.021885,0.016009,-0.268489
1227,4,154.2329,181.2668,81413.1903,-1.711240,-1.238877,0.276035
1227,5,168.9289,193.9578,215977.3591,-3.784166,-2.870539,0.241434
1227,6,192.4086,224.9646,-1620.4023,0.021885,0.016009,-0.268489
1228,4,160.8842,190.6590,-35359.1529,0.683039,0.486359,-0.287948
1228,5,162.2677,187.9766,259838.3037,-4.934112,-3.676762,0.254828
1228,6,186.8165,216.4994,10457.7790,-0.149823,-0.111557,0.255410
1229,5,168.3959,194.8630,-97371.3274,1.716872,1.282160,-0.253200
1229,6,172.2358,197.4312,89134.5206,-1.502344,-1.143364,0.238946
1229,7,187.9721,213.3861,184528.9663,-2.611247,-2.026292,0.224013
1230,6,173.5524,196.8089,-297704.5597,4.941906,3.842963,-0.222372
1230,7,173.8422,198.6430,70072.7602,-1.159335,-0.887917,0.234115
1231,6,162.9183,188.0726,61708.2432,-1.162448,-0.872293,0.249607
1231,7,176.9123,208.6621,-488410.3210,7.802589,5.608770,-0.281166
1231,8,176.9123,208.6621,74452.5775,-1.189416,-0.854993,0.281166
1232,6,151.1262,194.3537,-24612.3039,0.538819,0.325789,-0.395364
1232,7,171.7638,198.5474,-232133.3960,3.934089,2.944279,-0.251598
1233,6,173.5524,196.8089,-230768.2504,3.830761,2.978905,-0.222372
1233,7,173.8422,198.6430,67316.2530,-1.113729,-0.852989,0.234115
1234,6,175.3578,207.2995,-100432.2723,1.633027,1.168549,-0.284427
1235,4,159.7666,195.8256,-9616.8364,0.188378,0.125390,-0.334369
1235,5,173.5131,196.5100,187743.9262,-3.117964,-2.430896,0.220358
1235,6,175.9483,209.8659,72856.0353,-1.176699,-0.827088,0.297112
1236,4,170.5950,202.1966,161016.7791,-2.766359,-1.969217,0.288156
1236,5,172.8668,195.9237,124028.7015,-2.075242,-1.615543,0.221516
1236,6,189.2145,215.7782,140055.5008,-1.955967,-1.504024,0.231058
1237,4,167.5839,196.2287,237765.6365,-4.233062,-3.087409,0.270644
1237,5,181.6083,212.3566,176615.3697,-2.677487,-1.958245,0.268626
1237,6,192.2522,224.1652,19380.3900,-0.262174,-0.192840,0.264460
1238,4,167.5839,196.2287,237765.6365,-4.233062,-3.087409,0.270644
1238,5,181.6083,212.3566,176615.3697,-2.677487,-1.958245,0.268626
1238,6,192.2522,224.1652,19380.3900,-0.262174,-0.192840,0.264460
1239,4,170.5950,202.1966,161016.7791,-2.766359,-1.969217,0.288156
1239,5,172.8668,195.9237,124028.7015,-2.075242,-1.615543,0.221516
1239,6,189.2145,215.7782,140055.5008,-1.955967,-1.504024,0.231058
1240,4,159.7666,195.8256,-9616.8364,0.188378,0.125390,-0.334369
1240,5,173.5131,196.5100,187743.9262,-3.117964,-2.430896,0.220358
1240,6,175.9483,209.8659,72856.0353,-1.176699,-0.827088,0.297112
1241,6,175.3578,207.2995,-100432.2723,1.633027,1.168549,-0.284427
1242,6,173.5524,196.8089,-230768.2504,3.830761,2.978905,-0.222372
1242,7,173.8422,198.6430,67316.2530,-1.113729,-0.852989,0.234115
1243,5,154.1963,181.2508,-255133.1132,5.365238,3.883085,-0.276251
1243,6,154.2438,181.2716,-20994.6718,0.441229,0.319462,-0.275971
1243,7,182.3716,213.2785,-286578.0699,4.308227,3.150061,-0.268827
1244,5,168.3959,194.8630,-74225.9682,1.308768,0.977388,-0.253200
1244,6,172.2358,197.4312,-215623.0125,3.634281,2.765882,-0.238946
1244,7,187.9721,213.3861,-22534.9816,0.318890,0.247454,-0.224013
1245,4,159.7666,195.8256,101895.3411,-1.995962,-1.328573,0.334369
1245,5,173.5131,196.5100,26478.2588,-0.439739,-0.342839,0.220358
1245,6,175.9483,209.8659,-255568.6391,4.127694,2.901308,-0.297112
1246,5,170.8561,201.3811,209931.8517,-3.595734,-2.588278,0.280181
1246,6,194.1189,222.7237,-42334.2726,0.561729,0.426706,-0.240369
1247,5,167.1975,196.8728,323983.1205,-5.794722,-4.179469,0.278746
1248,5,164.4916,190.9817,362893.3845,-6.705967,-4.974687,0.258170
1249,5,164.4916,190.9817,362893.3845,-6.705967,-4.974687,0.258170
1250,5,167.1975,196.8728,323983.1205,-5.794722,-4.179469,0.278746
1251,5,170.8561,201.3811,209931.8517,-3.595734,-2.588278,0.280181
1251,6,194.1189,222.7237,-42334.2726,0.561729,0.426706,-0.240369
1252,4,159.7666,195.8256,101895.3411,-1.995962,-1.328573,0.334369
1252,5,173.5131,196.5100,26478.2588,-0.439739,-0.342839,0.220358
1252,6,175.9483,209.8659,-255568.6391,4.127694,2.901308,-0.297112
1253,5,168.3959,194.8630,-74225.9682,1.308768,0.977388,-0.253200
1253,6,172.2358,197.4312,-215623.0125,3.634281,2.765882,-0.238946
1253,7,187.9721,213.3861,-22534.9816,0.318890,0.247454,-0.224013
1254,5,167.9085,195.6847,-180456.6390,3.200351,2.356292,-0.263740
1254,6,169.3118,194.8184,-10772.5969,0.187895,0.141916,-0.244709
1254,7,199.3402,228.9872,-104112.2529,1.310033,0.992772,-0.242178
1255,4,160.8842,190.6590,-39696.8673,0.766831,0.546024,-0.287948
1255,5,162.2677,187.9766,-59590.2180,1.131568,0.843213,-0.254828
1255,6,186.8165,216.4994,-114005.1238,1.633293,1.216133,-0.255410
1256,4,170.5950,202.1966,56815.7000,-0.976126,-0.694850,0.288156
1256,5,172.8668,195.9237,55283.8117,-0.925006,-0.720102,0.221516
1256,6,189.2145,215.7782,-163821.3721,2.287873,1.759241,-0.231058
1257,5,167.1975,196.8728,158441.5989,-2.833867,-2.043939,0.278746
1258,5,162.6052,188.0264,262696.4870,-4.967700,-3.715240,0.252121
1259,5,159.5413,196.8466,320094.9869,-6.287858,-4.130408,0.343114
1260,5,159.5413,196.8466,320094.9869,-6.287858,-4.130408,0.343114
1261,5,162.6052,188.0264,262696.4870,-4.967700,-3.715240,0.252121
1262,5,167.1975,196.8728,158441.5989,-2.833867,-2.043939,0.278746
1263,4,170.5950,202.1966,56815.7000,-0.976126,-0.694850,0.288156
1263,5,172.8668,195.9237,55283.8117,-0.925006,-0.720102,0.221516
1263,6,189.2145,215.7782,-163821.3721,2.287873,1.759241,-0.231058
1264,4,160.8842,190.6590,-39696.8673,0.766831,0.546024,-0.287948
1264,5,162.2677,187.9766,-59590.2180,1.131568,0.843213,-0.254828
1264,6,186.8165,216.4994,-114005.1238,1.633293,1.216133,-0.255410
1265,5,173.2883,194.9074,-62298.6701,1.037315,0.819959,-0.209537
1265,6,176.8875,208.6933,-1870.8457,0.029896,0.021478,-0.281582
1266,4,154.2329,181.2668,-9309.0765,0.195669,0.141658,-0.276035
1266,5,168.9289,193.9578,-24052.8823,0.421433,0.319685,-0.241434
1266,6,192.4086,224.9646,-34056.3422,0.459959,0.336465,-0.268489
1267,4,167.5839,196.2287,12187.6016,-0.216982,-0.158257,0.270644
1267,5,181.6083,212.3566,38183.9482,-0.578868,-0.423369,0.268626
1267,6,192.2522,224.1652,-58323.5916,0.788990,0.580334,-0.264460
1268,5,164.4916,190.9817,52899.7049,-0.977542,-0.725170,0.258170
1269,5,159.5413,196.8466,97226.4253,-1.909889,-1.254580,0.343114
1270,5,156.1660,183.7616,126075.3722,-2.584801,-1.866770,0.277790
1271,5,156.1660,183.7616,126075.3722,-2.584801,-1.866770,0.277790
1272,5,159.5413,196.8466,97226.4253,-1.909889,-1.254580,0.343114
1273,5,164.4916,190.9817,52899.7049,-0.977542,-0.725170,0.258170
1274,4,167.5839,196.2287,12187.6016,-0.216982,-0.158257,0.270644
1274,5,181.6083,212.3566,38183.9482,-0.578868,-0.423369,0.268626
1274,6,192.2522,224.1652,-58323.5916,0.788990,0.580334,-0.264460
1275,4,154.2329,181.2668,-9309.0765,0.195669,0.141658,-0.276035
1275,5,168.9289,193.9578,-24052.8823,0.421433,0.319685,-0.241434
1275,6,192.4086,224.9646,-34056.3422,0.459959,0.336465,-0.268489
1276,5,173.2883,194.9074,64691.2926,-1.077153,-0.851450,0.209537
1276,6,176.8875,208.6933,6470.8299,-0.103404,-0.074287,0.281582
1277,4,154.2329,181.2668,3704.1379,-0.077858,-0.056366,0.276035
1277,5,168.9289,193.9578,28487.4659,-0.499132,-0.378625,0.241434
1277,6,192.4086,224.9646,33367.8924,-0.450661,-0.329663,0.268489
1278,4,167.5839,196.2287,-20172.6669,0.359144,0.261944,-0.270644
1278,5,181.6083,212.3566,-33161.1312,0.502722,0.367678,-0.268626
1278,6,192.2522,224.1652,61051.6085,-0.825894,-0.607478,0.264460
1279,5,164.4916,190.9817,-63705.1425,1.177218,0.873295,-0.258170
1280,5,159.5413,196.8466,-108141.5390,2.124303,1.395425,-0.343114
1281,5,156.1660,183.7616,-136865.1405,2.806013,2.026532,-0.277790
1282,5,156.1660,183.7616,-136865.1405,2.806013,2.026532,-0.277790
1283,5,159.5413,196.8466,-108141.5390,2.124303,1.395425,-0.343114
1284,5,164.4916,190.9817,-63705.1425,1.177218,0.873295,-0.258170
1285,4,167.5839,196.2287,-20172.6669,0.359144,0.261944,-0.270644
1285,5,181.6083,212.3566,-33161.1312,0.502722,0.367678,-0.268626
1285,6,192.2522,224.1652,61051.6085,-0.825894,-0.607478,0.264460
1286,4,154.2329,181.2668,3704.1379,-0.077858,-0.056366,0.276035
1286,5,168.9289,193.9578,28487.4659,-0.499132,-0.378625,0.241434
1286,6,192.4086,224.9646,33367.8924,-0.450661,-0.329663,0.268489
1287,5,167.9085,195.6847,182026.5486,-3.228193,-2.376791,0.263740
1287,6,169.3118,194.8184,15589.4865,-0.271911,-0.205372,0.244709
1287,7,199.3402,228.9872,107400.4957,-1.351408,-1.024128,0.242178
1288,4,160.8842,190.6590,37346.4958,-0.721428,-0.513695,0.287948
1288,5,162.2677,187.9766,60477.0688,-1.148409,-0.855762,0.254828
1288,6,186.8165,216.4994,112858.5332,-1.616866,-1.203902,0.255410
1289,4,170.5950,202.1966,-58437.9624,1.003997,0.714690,-0.288156
1289,5,172.8668,195.9237,-60102.1882,1.005627,0.782864,-0.221516
1289,6,189.2145,215.7782,169356.7530,-2.365178,-1.818684,0.231058
1290,5,167.1975,196.8728,-166024.6209,2.969496,2.141762,-0.278746
1291,5,162.6052,188.0264,-269285.0104,5.092292,3.808419,-0.252121
1292,5,159.5413,196.8466,-326241.9040,6.408607,4.209726,-0.343114
1293,5,159.5413,196.8466,-326241.9040,6.408607,4.209726,-0.343114
1294,5,162.6052,188.0264,-269285.0104,5.092292,3.808419,-0.252121
1295,5,167.1975,196.8728,-166024.6209,2.969496,2.141762,-0.278746
1296,4,170.5950,202.1966,-58437.9624,1.003997,0.714690,-0.288156
1296,5,172.8668,195.9237,-60102.1882,1.005627,0.782864,-0.221516
1296,6,189.2145,215.7782,169356.7530,-2.365178,-1.818684,0.231058
1297,4,160.8842,190.6590,37346.4958,-0.721428,-0.513695,0.287948
1297,5,162.2677,187.9766,60477.0688,-1.148409,-0.855762,0.254828
1297,6,186.8165,216.4994,112858.5332,-1.616866,-1.203902,0.255410
1298,5,154.1963,181.2508,24249.1893,-0.509940,-0.369069,0.276251
1298,6,154.2438,181.2716,260206.6862,-5.468561,-3.959398,0.275971
1298,7,182.3716,213.2785,285075.0657,-4.285632,-3.133540,0.268827
1299,5,168.3959,194.8630,68564.4258,-1.208942,-0.902838,0.253200
1299,6,172.2358,197.4312,219860.5158,-3.705703,-2.820238,0.238946
1299,7,187.9721,213.3861,23787.5282,-0.336614,-0.261208,0.224013
1300,4,159.7666,195.8256,-102262.7459,2.003159,1.333364,-0.334369
1300,5,173.5131,196.5100,-32979.4583,0.547708,0.427016,-0.220358
1300,6,175.9483,209.8659,262133.8488,-4.233729,-2.975839,0.297112
1301,5,170.8561,201.3811,-214057.4151,3.666397,2.639142,-0.280181
1301,6,194.1189,222.7237,49479.9188,-0.656543,-0.498731,0.240369
1302,5,167.1975,196.8728,-326814.1086,5.845357,4.215990,-0.278746
1303,5,164.4916,190.9817,-365532.5307,6.754736,5.010865,-0.258170
1304,5,164.4916,190.9817,-365532.5307,6.754736,5.010865,-0.258170
1305,5,167.1975,196.8728,-326814.1086,5.845357,4.215990,-0.278746
1306,5,170.8561,201.3811,-214057.4151,3.666397,2.639142,-0.280181
1306,6,194.1189,222.7237,49479.9188,-0.656543,-0.498731,0.240369
1307,4,159.7666,195.8256,-102262.7459,2.003159,1.333364,-0.334369
1307,5,173.5131,196.5100,-32979.4583,0.547708,0.427016,-0.220358
1307,6,175.9483,209.8659,262133.8488,-4.233729,-2.975839,0.297112
1308,5,168.3959,194.8630,68564.4258,-1.208942,-0.902838,0.253200
1308,6,172.2358,197.4312,219860.5158,-3.705703,-2.820238,0.238946
1308,7,187.9721,213.3861,23787.5282,-0.336614,-0.261208,0.224013
1309,6,151.1262,194.3537,23996.2422,-0.525332,-0.317634,0.395364
1309,7,171.7638,198.5474,226627.1301,-3.840772,-2.874440,0.251598
1310,6,173.5524,196.8089,-69052.2758,1.146270,0.891371,-0.222372
1310,7,173.8422,198.6430,224861.7402,-3.720277,-2.849304,0.234115
1311,6,175.3578,207.2995,96166.2111,-1.563661,-1.118913,0.284427
1312,4,159.7666,195.8256,7384.1806,-0.144644,-0.096279,0.334369
1312,5,173.5131,196.5100,-185648.5714,3.083166,2.403765,-0.220358
1312,6,175.9483,209.8659,-70574.0363,1.139843,0.801182,-0.297112
1313,4,170.5950,202.1966,-170694.9530,2.932636,2.087580,-0.288156
1313,5,172.8668,195.9237,-114336.0675,1.913065,1.489291,-0.221516
1313,6,189.2145,215.7782,-132753.8152,1.853994,1.425613,-0.231058
1314,4,167.5839,196.2287,-243089.9149,4.327852,3.156545,-0.270644
1314,5,181.6083,212.3566,-165980.0012,2.516255,1.840324,-0.268626
1314,6,192.2522,224.1652,-14394.4710,0.194726,0.143228,-0.264460
1315,4,167.5839,196.2287,-243089.9149,4.327852,3.156545,-0.270644
1315,5,181.6083,212.3566,-165980.0012,2.516255,1.840324,-0.268626
1315,6,192.2522,224.1652,-14394.4710,0.194726,0.143228,-0.264460
1316,4,170.5950,202.1966,-170694.9530,2.932636,2.087580,-0.288156
1316,5,172.8668,195.9237,-114336.0675,1.913065,1.489291,-0.221516
1316,6,189.2145,215.7782,-132753.8152,1.853994,1.425613,-0.231058
1317,4,159.7666,195.8256,7384.1806,-0.144644,-0.096279,0.334369
1317,5,173.5131,196.5100,-185648.5714,3.083166,2.403765,-0.220358
1317,6,175.9483,209.8659,-70574.0363,1.139843,0.801182,-0.297112
1318,6,175.3578,207.2995,96166.2111,-1.563661,-1.118913,0.284427
1319,6,173.5524,196.8089,-69052.2758,1.146270,0.891371,-0.222372
1319,7,173.8422,198.6430,224861.7402,-3.720277,-2.849304,0.234115
1320,6,155.0374,181.8102,14446.8635,-0.300518,-0.218528,0.272830
1320,7,163.1188,188.1022,-125934.6196,2.366504,1.779620,-0.247996
1320,8,177.8464,207.4827,558827.4216,-8.834004,-6.490585,0.265273
1321,6,162.9183,188.0726,-60226.5991,1.134537,0.851349,-0.249607
1321,7,176.9123,208.6621,-73117.3326,1.168085,0.839659,-0.281166
1321,8,176.9123,208.6621,480502.6059,-7.676260,-5.517960,0.281166
1322,6,173.5524,196.8089,-67675.6142,1.123417,0.873600,-0.222372
1322,7,173.8422,198.6430,290467.9824,-4.805715,-3.680625,0.234115
1323,5,168.3959,194.8630,90858.6317,-1.602038,-1.196403,0.253200
1323,6,172.2358,197.4312,-81809.6259,1.378884,1.049405,-0.238946
1323,7,187.9721,213.3861,-182868.4486,2.587749,2.008058,-0.224013
1324,4,160.8842,190.6590,32167.0948,-0.621377,-0.442453,0.287948
1324,5,162.2677,187.9766,-256289.5997,4.866725,3.626547,-0.254828
1324,6,186.8165,216.4994,-5838.9927,0.083652,0.062287,-0.255410
1325,4,154.2329,181.2668,-90715.7706,1.906772,1.380436,-0.276035
1325,5,168.9289,193.9578,-206049.1891,3.610213,2.738585,-0.241434
1325,6,192.4086,224.9646,6111.7969,-0.082545,-0.060382,0.268489
1326,4,154.2329,181.2668,-90715.7706,1.906772,1.380436,-0.276035
1326,5,168.9289,193.9578,-206049.1891,3.610213,2.738585,-0.241434
1326,6,192.4086,224.9646,6111.7969,-0.082545,-0.060382,0.268489
1327,4,160.8842,190.6590,32167.0948,-0.621377,-0.442453,0.287948
1327,5,162.2677,187.9766,-256289.5997,4.866725,3.626547,-0.254828
1327,6,186.8165,216.4994,-5838.9927,0.083652,0.062287,-0.255410
1328,5,168.3959,194.8630,90858.6317,-1.602038,-1.196403,0.253200
1328,6,172.2358,197.4312,-81809.6259,1.378884,1.049405,-0.238946
1328,7,187.9721,213.3861,-182868.4486,2.587749,2.008058,-0.224013
1329,6,173.5524,196.8089,-67675.6142,1.123417,0.873600,-0.222372
1329,7,173.8422,198.6430,290467.9824,-4.805715,-3.680625,0.234115
1330,6,162.9183,188.0726,-60226.5991,1.134537,0.851349,-0.249607
1330,7,176.9123,208.6621,-73117.3326,1.168085,0.839659,-0.281166
1330,8,176.9123,208.6621,480502.6059,-7.676260,-5.517960,0.281166
